Input_Khmer,Target_English,Predicted_English,Word_Acc,Char_Acc,F1,CER
តរុណី,torunei,torunei,1,1.0,1.0,0.0
លង្កា,longkea,longkea,1,1.0,1.0,0.0
អនុបសគ្គ,aonubsokk,aonubksak,0,0.6666666666666667,0.8888888888888888,0.3333333333333333
អនុពាល,aonupeal,aonupeal,1,1.0,1.0,0.0
និត្យ,nityor,nityor,1,1.0,1.0,0.0
កញ្ជ្រោកបោកបាច,kanhjroukbaokbach,kanhchrukbaokrocheach,0,0.6190476190476191,0.7894736842105262,0.47058823529411764
ឆ្លៅ,chhlau,chhlav,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
អង្គរ,orngkor,aongkor,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
ភិសវង់,phisovong,phisongve,0,0.5555555555555556,0.8888888888888888,0.4444444444444444
ឆុង,chhong,chhong,1,1.0,1.0,0.0
បន្ទាល់,banteal,bonteal,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ដងខ្ទែង,dongkhtaeng,dongkhatang,0,0.8181818181818181,0.9090909090909091,0.18181818181818182
ហ៊ុមរោង,humrong,homroung,0,0.75,0.9333333333333333,0.2857142857142857
ភ្នក់,phnok,phnok,1,1.0,1.0,0.0
ស្រឹង្គ,sroengkor,srerkng,0,0.4444444444444444,0.8750000000000001,0.5555555555555556
ក្រញិកក្រញុក,kronhikkronhuk,kronhikkrongok,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
សម្ភិត,samphit,somphit,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ជេតពន,chetapon,chetopon,0,0.875,0.875,0.125
អំបាត,aambat,aambat,1,1.0,1.0,0.0
ការអង្កេត,karongket,karangkeaet,0,0.7272727272727273,0.7999999999999999,0.3333333333333333
អសម្ភិន្ន,aasamphinn,aosomphinn,0,0.8,0.8000000000000002,0.2
រំលោក,rumlouk,rumlouk,1,1.0,1.0,0.0
ល្មមតែ,lmomotae,lmomtoek,0,0.625,0.875,0.375
រី,ri,ri,1,1.0,1.0,0.0
អស្វៃរិន,aasvairin,aosvairin,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
កំប៉ុង,kampong,kampong,1,1.0,1.0,0.0
និយមន័យ,niyumney,nimeayoney,0,0.5,0.7777777777777777,0.625
ស្ងួន,snguon,snguon,1,1.0,1.0,0.0
ពិបិន,piben,piben,1,1.0,1.0,0.0
កង្វិន,kangvin,kongvin,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
និស្សយាចារ្យ,nissyeacharyor,nissayochori,0,0.5,0.7692307692307692,0.5
ប៉ែះ,baeah,baeh,0,0.8,0.888888888888889,0.2
រជកី,rochokey,rochokei,0,0.875,0.875,0.125
កន្ទេចអាល,kantechal,kontechaol,0,0.8,0.8421052631578948,0.2222222222222222
តាយគំនិត,taykumnit,takruyneich,0,0.4545454545454546,0.7000000000000001,0.6666666666666666
សិរស៍,seros,seros,1,1.0,1.0,0.0
លាំងសាត,leangsat,leangsang,0,0.7777777777777778,0.823529411764706,0.25
អបលោកន,aabaloukan,aoboloukan,0,0.8,0.8000000000000002,0.2
ហ្នឹង,neung,hneng,0,0.6,0.8000000000000002,0.4
រណេបរណប,roneboronob,ronebroronab,0,0.8333333333333334,0.8695652173913043,0.18181818181818182
អាកាស,akas,aakas,0,0.8,0.888888888888889,0.25
កំប្រុក,kombrok,kambrok,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
បណ្ដិប,bandeb,bandeb,1,1.0,1.0,0.0
រលត់,rolot,rolot,1,1.0,1.0,0.0
គ្រប់,krub,krob,0,0.75,0.75,0.25
ឆឺង,chheung,chherng,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ត្រៀបត្រា,triebtra,triebrato,0,0.6666666666666667,0.9411764705882353,0.375
រាមរាជ្យ,reamreachyor,reamreay,0,0.6666666666666667,0.8,0.3333333333333333
ចងពុង,changpung,changpung,1,1.0,1.0,0.0
ង៉ុមៗ,ngum,ngum,1,1.0,1.0,0.0
ប្រតិបទា,brotebotea,brotebatea,0,0.9,0.9,0.1
អាតាបី,aatabei,aatabei,1,1.0,1.0,0.0
រាពណ៍,reapon,reapon,1,1.0,1.0,0.0
សើកប៉ប្លើក,saeukboblaeuk,saeukbabalaeuk,0,0.8571428571428572,0.888888888888889,0.15384615384615385
បធាន,bathean,bothean,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
មជ្ជ,mochch,mochch,1,1.0,1.0,0.0
បង់សៀត,bongsiet,bongsiet,1,1.0,1.0,0.0
ហដ្ដចោរក,hoddochaorok,hoddochrouk,0,0.75,0.8695652173913043,0.25
ហសន,hasanah,hosan,0,0.5714285714285714,0.6666666666666666,0.42857142857142855
ប្រេតវ័ន,bretavorn,bretvan,0,0.6666666666666667,0.8750000000000001,0.3333333333333333
របរ,lbo,robor,0,0.4,0.5,1.0
ពុំ,pom,puum,0,0.5,0.5714285714285715,0.6666666666666666
ប្រមាណបត្រ,bromanbat,brormeanbat,0,0.8181818181818181,0.9,0.2222222222222222
វិរូបក្ខ,virubokkhor,virubkok,0,0.6363636363636364,0.8421052631578948,0.36363636363636365
រប៉ឺតរប៉ោង,ropertropaong,robertmoukaon,0,0.6153846153846154,0.6923076923076923,0.38461538461538464
បន្ទេរ,banter,bonter,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ការពារ,kapea,karpear,0,0.7142857142857143,0.8333333333333333,0.4
អះអាង,asarng,aahaang,0,0.5714285714285714,0.6153846153846153,0.5
លាក់ធ្យូង,leakthyung,leaksnouth,0,0.5,0.8000000000000002,0.5
ប្រតាក,bratak,brortak,0,0.7142857142857143,0.7692307692307692,0.3333333333333333
អាសន្ន,ahson,aasnon,0,0.6666666666666667,0.7272727272727272,0.4
យង់យល់,yongoyol,yongoron,0,0.75,0.75,0.25
ភត្តតិរែក,phottotereaek,phottatekre,0,0.6153846153846154,0.9166666666666666,0.38461538461538464
ឡូយ,loy,louy,0,0.75,0.8571428571428571,0.3333333333333333
ឡែឡ,laelor,lelor,0,0.8333333333333334,0.9090909090909091,0.16666666666666666
រត្តិច្ឆេទ,rottechchhet,rottechchhat,0,0.9166666666666666,0.9166666666666666,0.08333333333333333
គ្រង់,krong,krong,1,1.0,1.0,0.0
ទាន់ហន់,teanhan,teanonh,0,0.5714285714285714,0.8571428571428571,0.42857142857142855
ធូរ,thu,thur,0,0.75,0.8571428571428571,0.3333333333333333
ប្រឡូញ,bralounh,brolounh,0,0.875,0.875,0.125
សភាពការណ៍,sopheapkaron,sopheapokan,0,0.75,0.9565217391304348,0.25
ចម្អិន,chomain,chamain,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អាបឡាប,aabalab,aabalob,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ធ្មេញឈើ,thmenhchhau,thmenhchhe,0,0.8181818181818181,0.8571428571428572,0.18181818181818182
ចរចា,chorcha,chorcha,1,1.0,1.0,0.0
កំណើន,komnern,komnaen,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
ណ្ហើយចុះ,nhaeuyochoh,nehaykanh,0,0.36363636363636365,0.6,0.6363636363636364
ខ្នើត,khnaeut,khnaeut,1,1.0,1.0,0.0
ទាន់,torn,tean,0,0.5,0.5,0.5
ទណ្ឌកម្មនាសនា,tondokommoneasonea,tondkammeayonton,0,0.5555555555555556,0.823529411764706,0.4444444444444444
សង់ជ្រោង,songochroung,songonokol,0,0.5,0.6363636363636365,0.5
សករាជ,sakareach,sakareach,1,1.0,1.0,0.0
អន្ធូ,aonthu,aonthu,1,1.0,1.0,0.0
បង់ចំទាញ,bangchamteanh,bongchomthean,0,0.6923076923076923,0.8461538461538461,0.3076923076923077
អនោតត្ត,aanoutatt,aonouttat,0,0.6666666666666667,0.8888888888888888,0.3333333333333333
រលៀង,roleang,rolieng,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
បញ្ញាភា,banhnheaphea,banhnheaphea,1,1.0,1.0,0.0
ស្ទែល,stael,stael,1,1.0,1.0,0.0
លម្អក់ព័ណ៌,lomaokopoanr,lomaobrokaun,0,0.5,0.8333333333333334,0.5
វិភាវិនី,vipheavini,vipheavini,1,1.0,1.0,0.0
តរង្គគតិ,tarongkokote,tarongkokote,1,1.0,1.0,0.0
ល្អង,laong,laong,1,1.0,1.0,0.0
សយម្ភូ,soyomphu,soymupho,0,0.625,1.0,0.375
ជីវ៉ា,chiva,chiv,0,0.8,0.888888888888889,0.2
ស្រមោល,sromoul,sramoul,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ខ្វែ,khvae,khvae,1,1.0,1.0,0.0
ឡើយនីលែង,lueynileaeng,lerynileaeng,0,0.8333333333333334,0.9166666666666666,0.16666666666666666
ហត្ថ,hath,hotthor,0,0.4285714285714286,0.5454545454545454,1.0
ពោះតាំង,poutang,puohtang,0,0.75,0.9333333333333333,0.2857142857142857
ពពឹក,popuek,popuek,1,1.0,1.0,0.0
ប៉ឺប,beub,beub,1,1.0,1.0,0.0
ពីព្រោះ,pipruoh,piprous,0,0.5714285714285714,0.8571428571428571,0.42857142857142855
គេហបាល,kehabal,kehabal,1,1.0,1.0,0.0
ព្រះបាទ,preahbat,preahbat,1,1.0,1.0,0.0
ពិពឌ្ឍសច្ចា,pipdthosachcha,putphekdaka,0,0.2142857142857143,0.56,0.7857142857142857
សម្រុក,samruk,samruk,1,1.0,1.0,0.0
មេលេខ,melek,melekh,0,0.8333333333333334,0.9090909090909091,0.2
មគធរដ្ឋ,mokothorodthor,mokotholodes,0,0.6428571428571428,0.6923076923076924,0.35714285714285715
ខ្ទះ,khtah,khtah,1,1.0,1.0,0.0
ចតុរារិយសច្ច,chotoreariysochch,chotroveabkhma,0,0.4117647058823529,0.5806451612903226,0.5882352941176471
ងាក,ngeak,ngeak,1,1.0,1.0,0.0
ម៉ារ៉ុក,morocco,maruk,0,0.2857142857142857,0.3333333333333333,0.7142857142857143
អ៊ូអា,aouaa,aouae,0,0.8,0.8000000000000002,0.2
ផុយផាយ,phoyophay,phoyphey,0,0.7777777777777778,0.823529411764706,0.2222222222222222
និវត្តនាការ,nivttaneakar,nivttneakor,0,0.8333333333333334,0.8695652173913043,0.16666666666666666
ជុក,chuk,chuk,1,1.0,1.0,0.0
រូបកាយ,rubakay,rubakay,1,1.0,1.0,0.0
ហ្ស៊កដានី,jordan,hokveley,0,0.125,0.14285714285714288,1.1666666666666667
រអៀករអាយ,roaiekroaay,roaeiarokaom,0,0.5,0.8695652173913043,0.5454545454545454
លំអក់ព័ណ៌,lumaokpor,lomaobrokay,0,0.4545454545454546,0.7000000000000001,0.6666666666666666
របុកជាស,robokacheas,robokocheas,0,0.9090909090909091,0.9090909090909091,0.09090909090909091
រូស,rus,rus,1,1.0,1.0,0.0
វិស្វករ,visvakar,visvokar,0,0.875,0.875,0.125
ប៉ប្រិចភ្នែក,babrechphneaek,baprechbronhei,0,0.5,0.7857142857142857,0.5
ច្រកល្ហក,chraklhok,chraklokh,0,0.7777777777777778,1.0,0.2222222222222222
បាទ,bat,bat,1,1.0,1.0,0.0
ហ្លាយ,hlai,hlai,1,1.0,1.0,0.0
ស្រមើល,sromaul,sramoel,0,0.5714285714285714,0.8571428571428571,0.42857142857142855
ពណ៌នា,ponrnea,ponrana,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
ដង្កាវ,dangkeav,dongkeav,0,0.875,0.875,0.125
គ្រួបៗ,kruob,kruob,1,1.0,1.0,0.0
ថ្នក់,thnok,thnak,0,0.8,0.8000000000000002,0.2
ឧទាហរណ៍,uteahoron,uteahoron,1,1.0,1.0,0.0
វិប្បដិសារៈ,vibbdesareak,vibbadesakror,0,0.6153846153846154,0.8799999999999999,0.4166666666666667
សម្ភាវិត,sampheavit,sompheavit,0,0.9,0.9,0.1
មគធពាក្យ,mokothopeakyar,mokophteareak,0,0.5714285714285714,0.888888888888889,0.42857142857142855
កញ្ជ្រក់,kanhjrok,konhchrok,0,0.6666666666666667,0.7058823529411765,0.375
ត្រមុល,tramul,tromul,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
សមធម៌,somothomr,somothomr,1,1.0,1.0,0.0
ប្រធានានុយោគ,bratheaneanuyouk,bronathsanh,0,0.3125,0.6666666666666666,0.6875
ហែ,he,hae,0,0.6666666666666667,0.8,0.5
រហោ,rohao,rohao,1,1.0,1.0,0.0
ប្រមាញ់,brameanh,bromeanh,0,0.875,0.875,0.125
ធ្វើការ,thverkar,tveahkar,0,0.625,0.875,0.375
បញ្ញា,banhnhea,banhnhea,1,1.0,1.0,0.0
រម្ហូត,romhut,romhout,0,0.8571428571428572,0.923076923076923,0.16666666666666666
គណបក្ស,kaknakpak,konbaksor,0,0.33333333333333337,0.4444444444444444,0.6666666666666666
ផ្ដិល,phdel,chhdel,0,0.6666666666666667,0.7272727272727272,0.4
រអ៊ុះ,roauh,roaoh,0,0.8,0.8000000000000002,0.2
បញ្ញាបារមី,banhnheabaromi,banhnheabaroanh,0,0.8,0.8275862068965518,0.21428571428571427
ទ្រហឹង,trohoeng,troherng,0,0.75,0.875,0.25
ឧបវាទី,ubaveati,ubaveati,1,1.0,1.0,0.0
ខ្សោះ,khsaoh,khsoah,0,0.6666666666666667,1.0,0.3333333333333333
ឧឡារ,ular,ulor,0,0.75,0.75,0.25
មេដឹក,dirknorm,medoek,0,0.125,0.5714285714285715,0.875
ប៉ប៉ោច,bapaoch,bopaoch,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អាវាសែ,aaveasae,aaveaseae,0,0.8888888888888888,0.9411764705882353,0.125
ស្រមិក,sromik,sromik,1,1.0,1.0,0.0
ប្រគល់,brokul,brokol,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
រ៉ក,rok,rork,0,0.75,0.8571428571428571,0.3333333333333333
ពព្រិច,poprich,poprich,1,1.0,1.0,0.0
ភាសិត,pheaset,pheaset,1,1.0,1.0,0.0
ធ្លុញ,thlunh,thlunh,1,1.0,1.0,0.0
កៅអូវ,kauov,kauovu,0,0.8333333333333334,0.9090909090909091,0.2
ថ្ងៃល្អ,thngailaor,thngaeul,0,0.5,0.6666666666666665,0.5
រម្ងាច,romngeach,romngeach,1,1.0,1.0,0.0
ទន្ទាំ,tontoam,tonteam,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
ព្រលួតលាក់,proluotleak,proloutakal,0,0.5454545454545454,0.9090909090909091,0.45454545454545453
ធ្លាំង,thleang,thleang,1,1.0,1.0,0.0
មាឃបូជា,meakhbouchea,meakobhachey,0,0.6666666666666667,0.9166666666666666,0.3333333333333333
ទងកន្ត្រៃ,tongkontrey,tongkantrey,0,0.9090909090909091,0.9090909090909091,0.09090909090909091
បក្ស,boksor,boksor,1,1.0,1.0,0.0
គ្រាន់,kron,krean,0,0.6,0.6666666666666665,0.5
ជើងអាធារ,chaungaathear,chaungohatar,0,0.6923076923076923,0.8799999999999999,0.3076923076923077
ហាដក,hadak,hadak,1,1.0,1.0,0.0
កក្អិល,kokuel,korkeal,0,0.5714285714285714,0.7692307692307692,0.5
ព្រឺ,prueu,preu,0,0.8,0.888888888888889,0.2
តម្រាប់,tomreab,tomreab,1,1.0,1.0,0.0
ចរិត,chorit,chorit,1,1.0,1.0,0.0
ជីវន្ត,chivontor,chivontor,1,1.0,1.0,0.0
វិជនដ្ឋាន,vichnodthan,vichondonth,0,0.5454545454545454,0.9090909090909091,0.45454545454545453
អោ៎,aao,or,0,0.0,0.4,1.0
ហេះៗ,haehae,heh,0,0.5,0.6666666666666666,0.5
អាមាត្យ,aameatyar,aameatyor,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
បដិកម្ម,bodekomm,badekomm,0,0.875,0.875,0.125
អកតវេទី,aokotoveti,aakatadeini,0,0.4545454545454546,0.47619047619047616,0.6
រជតៈ,rochotak,rochotak,1,1.0,1.0,0.0
ជិត,chit,chit,1,1.0,1.0,0.0
ប្រណាំង,bronang,bronang,1,1.0,1.0,0.0
សមរម្យ,somrom,sormrum,0,0.7142857142857143,0.7692307692307692,0.3333333333333333
ផ្ទាន់,phtan,phtan,1,1.0,1.0,0.0
ទៀនគោល,tienkoul,tiengokas,0,0.5555555555555556,0.7058823529411765,0.5
របៀង,robeang,robieng,0,0.7142857142857143,0.8571428571428571,0.2857142857142857
បទុម,batum,botum,0,0.8,0.8000000000000002,0.2
សាបរលាប,sabroleab,sabaroleab,0,0.9,0.9473684210526316,0.1111111111111111
ឡាចៅ,lachav,lachau,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ប្រទាក់,broteak,brorteak,0,0.875,0.9333333333333333,0.14285714285714285
អង្គរ,ongkor,aongkor,0,0.8571428571428572,0.923076923076923,0.16666666666666666
ឧបស្ស័យ,ubassai,ubassai,1,1.0,1.0,0.0
រលួត,roluot,roluot,1,1.0,1.0,0.0
ប៉ៃលិន,pailin,bainhul,0,0.2857142857142857,0.6153846153846153,0.8333333333333334
រូត,rut,rut,1,1.0,1.0,0.0
ខ្ញែកខ្ញក,khnhaekkhnhak,khnhaekhkongkor,0,0.6,0.7857142857142856,0.46153846153846156
ភូមទេវតា,phumtevota,phumtevchor,0,0.6363636363636364,0.761904761904762,0.4
ប្រកល់,brakal,brokol,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
មនូសារ,monusar,monusar,1,1.0,1.0,0.0
លៀន,lien,lien,1,1.0,1.0,0.0
ធនាគារិក,thoneakearik,thoneakarik,0,0.9166666666666666,0.9565217391304348,0.08333333333333333
ហ្លាក់ហ្លាំង,hlakhlang,hlaklang,0,0.8888888888888888,0.9411764705882353,0.1111111111111111
ចម្ប៉ា,chompa,champea,0,0.7142857142857143,0.7692307692307692,0.3333333333333333
អ្នក,nak,anak,0,0.75,0.8571428571428571,0.3333333333333333
ស្គួយ,skuoy,skuoy,1,1.0,1.0,0.0
សម្ពុទ្ធ,somputthor,samputthor,0,0.9,0.9,0.1
វិកត្ថនៈ,viktthoneak,viktthoneak,1,1.0,1.0,0.0
ចូរ,chour,chour,1,1.0,1.0,0.0
ថលបថ,tholboth,tholobath,0,0.7777777777777778,0.9411764705882353,0.25
អធិវចនៈ,aothivochoneak,aothivochoneak,1,1.0,1.0,0.0
សស្លោ,soslao,saslao,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ខ្សាច់កណ្ដាល,khsachkondal,khkatkandai,0,0.5833333333333333,0.6086956521739131,0.4166666666666667
និសាករ,nisakar,nisakar,1,1.0,1.0,0.0
ស្របច្បាប់,srabachbab,srabtabb,0,0.6,0.7777777777777777,0.4
ប្រទក្សិណ,broteksen,broteksan,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
បៀវត្ស,bievotsor,bievotsor,1,1.0,1.0,0.0
សោម,saom,saom,1,1.0,1.0,0.0
រខក់,rokhak,rokhok,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
កាផាត់,karphat,kaphat,0,0.8571428571428572,0.923076923076923,0.14285714285714285
បុណ្យទិន,bonyatin,bonyoten,0,0.75,0.75,0.25
ឡេមឡាម,laemlam,lemlom,0,0.7142857142857143,0.7692307692307692,0.2857142857142857
សម្បុរស្បែក,sombursbaek,samburbrasei,0,0.5833333333333333,0.7826086956521738,0.45454545454545453
កូនសង្កត់,konsongkot,kounsonkol,0,0.7,0.8000000000000002,0.3
ហិប,heb,hib,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
ពព្រួច,poprouch,popruoch,0,0.75,1.0,0.25
សម្លាក់សំខាន់,samleakasamkhan,somleaksomkon,0,0.6666666666666667,0.7142857142857142,0.3333333333333333
ចង្រិត,chongrit,chongrit,1,1.0,1.0,0.0
លូកា,luka,luk,0,0.75,0.8571428571428571,0.25
កំចាយមារ,komjaymear,kamchaymear,0,0.7272727272727273,0.761904761904762,0.3
កិរ្តិសព្ទ,ketisop,kertssal,0,0.5,0.5333333333333333,0.5714285714285714
ប្រាជ្ញ,prach,brach,0,0.8,0.8000000000000002,0.2
លូត,lut,lut,1,1.0,1.0,0.0
ខន,khon,khon,1,1.0,1.0,0.0
ពួកវា,puokvea,poukevor,0,0.375,0.7999999999999999,0.7142857142857143
សិង្ឃាដ,sengkhead,sengkhead,1,1.0,1.0,0.0
ឃោសាឃោសវិមុត្ត,khousakhousvimutt,khouskhetyokauteay,0,0.4444444444444444,0.6857142857142857,0.5882352941176471
គាត់,kot,keat,0,0.5,0.5714285714285715,0.6666666666666666
វាណិជ្ជការ,veanechchokar,veanechchokre,0,0.8461538461538461,0.9230769230769231,0.15384615384615385
ផ្ទំ,phtom,phtom,1,1.0,1.0,0.0
ហ៊ឹង,hirng,hoeng,0,0.6,0.6,0.4
វិញ្ញាបនី,vinhnheabani,vinhnheachonea,0,0.6428571428571428,0.7692307692307692,0.4166666666666667
បំពោប,bampoub,bampoub,1,1.0,1.0,0.0
កាតាក,katak,katak,1,1.0,1.0,0.0
ស្រអែត,sroaaet,sraaaet,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អន្ត្រុក,aontruk,aantruk,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អរក្ខកម្ម,aarokkhakamm,aorokkhokomm,0,0.75,0.75,0.25
យាមកាលិក,yeamkalik,yeammokate,0,0.5,0.631578947368421,0.5555555555555556
អរគុណ,aorokun,aorokun,1,1.0,1.0,0.0
ទទាក់ទទាម,toteaktoteam,totektotak,0,0.75,0.8181818181818182,0.25
ត្រៃ,trai,trai,1,1.0,1.0,0.0
ជាតរូប,cheatarub,cheatorob,0,0.7777777777777778,0.7777777777777778,0.2222222222222222
សស្ត្រ,sastrar,sostror,0,0.7142857142857143,0.7142857142857143,0.2857142857142857
ទេសកាល,tesakal,tesakal,1,1.0,1.0,0.0
ខួរ,khur,khuor,0,0.8,0.888888888888889,0.25
ឡូត៍,lot,lout,0,0.75,0.8571428571428571,0.3333333333333333
ពិសម័យ,pisomey,pismo,0,0.5714285714285714,0.8333333333333333,0.42857142857142855
ព្រវែក,proveaek,preavek,0,0.625,0.9333333333333333,0.375
បញ្ឆិច,bonhchhich,banhchichhar,0,0.5833333333333333,0.8181818181818182,0.5
កំភួនជើង,kamphuonjerng,komphuonchoeung,0,0.6666666666666667,0.7142857142857142,0.38461538461538464
ចង្គ្រក់,changkrok,chongkrok,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
ដប់,dob,dob,1,1.0,1.0,0.0
រិស្ត,ristor,rist,0,0.6666666666666667,0.8,0.3333333333333333
ប្រថមាសាឍ,brathameasath,brathamsath,0,0.8461538461538461,0.9166666666666666,0.15384615384615385
ផ្ទេរ,phte,phter,0,0.8,0.888888888888889,0.25
សជ្ឈ,sachchhor,sochchhor,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
របុក,robok,robok,1,1.0,1.0,0.0
ឆ្ងល់,chgol,chhlong,0,0.4285714285714286,0.8333333333333333,0.8
ហាប,hab,habb,0,0.75,0.8571428571428571,0.3333333333333333
អមិតាយុស,aamitayus,aamitayous,0,0.9,0.9473684210526316,0.1111111111111111
ភារៈ,pheareak,pheareak,1,1.0,1.0,0.0
នាលិ,neali,neali,1,1.0,1.0,0.0
ហសនៈ,hasaneak,hosoneak,0,0.75,0.75,0.25
យីកយោក,yikoyouk,yikoyouk,1,1.0,1.0,0.0
អមាវសី,aameavosei,aameaveasei,0,0.8181818181818181,0.8571428571428572,0.2
ក្រចាស,krachas,krochas,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
មរកត,morokot,morokat,0,0.8571428571428572,0.8571428571428571,0.14285714285714285
អគុណ,aokun,aokun,1,1.0,1.0,0.0
បោច,baoch,baoch,1,1.0,1.0,0.0
ភ្លើយ,phlauy,phlery,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
ហិមាល័យ,hemealay,hemarak,0,0.625,0.6666666666666666,0.375
អំណស់,aamnas,aamnos,0,0.8333333333333334,0.8333333333333334,0.16666666666666666
ឡុងចុង,longjong,longchung,0,0.6666666666666667,0.7058823529411765,0.375
កូតឌីវ័រ,ctedivoire,koutderiv,0,0.09999999999999998,0.7368421052631577,0.9
ថ្មែ,thmae,thmae,1,1.0,1.0,0.0
រិះគន់,reskon,risoch,0,0.33333333333333337,0.5,0.6666666666666666
តោកយ៉ាក,taokyeak,taokyeak,1,1.0,1.0,0.0
ស្អែក,tmr,saek,0,0.0,0.0,1.3333333333333333
សាយណ្ហ,sayonhar,sayonhor,0,0.875,0.875,0.125
សមុទាចារ,somuteachar,samuteachar,0,0.9090909090909091,0.9090909090909091,0.09090909090909091
កខ្វិក,korkhvek,korkhviek,0,0.8888888888888888,0.9411764705882353,0.125
ហប់,horbb,hobb,0,0.8,0.888888888888889,0.2
ឡើយនីលែង,laeuynileng,lerynileaeng,0,0.6666666666666667,0.8695652173913043,0.36363636363636365
តន្ត្រំ,tontrum,tontrum,1,1.0,1.0,0.0
ស្វីស,switzerland,sveyea,0,0.2727272727272727,0.3529411764705882,0.7272727272727273
ជាមួយ,chmuy,chomoaeuy,0,0.5555555555555556,0.7142857142857143,0.8
រជ្ជប្បវេណី,rochchobbovenei,rochchobbavenei,0,0.9333333333333333,0.9333333333333333,0.06666666666666667
សម្ភត្តមិត្ត,samphottamitt,somphottomutte,0,0.7142857142857143,0.7407407407407408,0.3076923076923077
ហត្ថិគោបក,hatthekobakak,hatthekobk,0,0.7692307692307692,0.8695652173913044,0.23076923076923078
យាមា,yeamea,yeamea,1,1.0,1.0,0.0
ម្ចាស់ជីវិត,mcheasachivit,mchoukavithet,0,0.3846153846153846,0.6923076923076923,0.6153846153846154
សំណង់,snong,samnong,0,0.7142857142857143,0.8333333333333333,0.4
ហទ័យ,hatei,hotey,0,0.6,0.6,0.4
ម្នៅៗ,mnov,mnau,0,0.5,0.5,0.5
រឹតតែ,rettea,ruetteae,0,0.75,0.8571428571428571,0.3333333333333333
ថាវរកម្ម,thavrokamm,thavrokomm,0,0.9,0.9,0.1
ឆាំងៗ,chhang,chhang,1,1.0,1.0,0.0
សមិទ្ធិ,somitthi,somitthi,1,1.0,1.0,0.0
អាកាសធាតុ,aakastheato,aaksathaka,0,0.5454545454545454,0.761904761904762,0.45454545454545453
បរិបូណ៌,boribounr,bariborun,0,0.6666666666666667,0.8888888888888888,0.3333333333333333
ហសាភិប្រាយ,hosapibray,hosaphibray,0,0.9090909090909091,0.9523809523809523,0.1
នៀវ,niev,niev,1,1.0,1.0,0.0
ហនេយ្យុំ,haneyyuum,hokneiyum,0,0.5555555555555556,0.6666666666666666,0.4444444444444444
ប៊ីយេរ,beiyer,beiyror,0,0.7142857142857143,0.7692307692307692,0.3333333333333333
សំអាង,samaang,samaang,1,1.0,1.0,0.0
សព្វមុខ,sopvomukh,sapvomukh,0,0.8888888888888888,0.8888888888888888,0.1111111111111111
ក្រាប់ៗ,krab,krab,1,1.0,1.0,0.0
សារណិក,saronek,saronek,1,1.0,1.0,0.0
កន្ទន់បាក់ក,kontonbakkor,kontonbokk,0,0.75,0.9090909090909091,0.25
សេដ្ឋកិច្ច,setkech,sedkhchekt,0,0.5,0.8235294117647058,0.7142857142857143
ជជ្រកមមក,chochrokmomok,chochrokommok,0,0.8461538461538461,1.0,0.15384615384615385
មិល្លីម៉ែត្រ,millimaetror,millemakrei,0,0.5833333333333333,0.7826086956521738,0.4166666666666667
រលាំ,rolorm,roleam,0,0.6666666666666667,0.6666666666666666,0.3333333333333333
អង្គាដី,aangkeadei,aangkeadi,0,0.9,0.9473684210526316,0.1
ទស្សនកិច្ច,tossanakech,tossonchokke,0,0.41666666666666663,0.7826086956521738,0.6363636363636364
ពុង,pung,pung,1,1.0,1.0,0.0
ប្រជាពលរដ្ឋ,procheapulroth,brorcheabatkang,0,0.4,0.5517241379310344,0.6428571428571429
កម្សោយ,komsouy,komsouy,1,1.0,1.0,0.0
